polarity,content,content_clean
1,"Buenos días! Si permites que tu corazón sea tu brújula, tu mente sea tu mapa y tu alma sea tu guía, entonces nunca te perderás... Besitos",buenos das si permites que tu corazn sea tu brjula tu mente sea tu mapa y tu alma sea tu gua entonces nunca te perders besitos
0,"Ay Dios he pecado, pero es que ese bikini estaba re lindo y necesitaba bronceador",ay dios he pecado pero es que ese bikini estaba re lindo y necesitaba bronceador
1,@sofffiaaa tu que eres chihuahua lo mereces más Haha,tu que eres chihuahua lo mereces ms haha
1,@larunego @DestacadosUY Pronto subiremos una convocatoria para que los lectores formen parte Gracias por preguntar Laurita,pronto subiremos una convocatoria para que los lectores formen parte gracias por preguntar laurita
-1,"@DraMonicaAF Pero, baby. Todos merecemos una oportunimándaloalamierda.",pero baby todos merecemos una oportunimndaloalamierda
-1,"@JcAgmty es posible que baje la gasolina, los impuestos, el dolar y la canasta?plis jajaja",es posible que baje la gasolina los impuestos el dolar y la canastaplis jajaja
0,"@dimar1712 tan linda Diana, muchas gracias vamos a ver cómo me acomodo ahora con trabajo nuevo, cuesta un montón yo te apoyo desde acá!",tan linda diana muchas gracias vamos a ver cmo me acomodo ahora con trabajo nuevo cuesta un montn yo te apoyo desde ac
1,"Bueno por dicha ya estoy en Zarcero, no estoy en la calle. haha",bueno por dicha ya estoy en zarcero no estoy en la calle haha
-1,Como se va ir @NeneElx276 el fue uno de los principales jugadores que nos dio la novena.,como se va ir el fue uno de los principales jugadores que nos dio la novena
0,@cyberplant no es esa. Pero ves? el pin más común es un montón de tiempo para un café.,no es esa pero ves el pin ms comn es un montn de tiempo para un caf
1,un capitulito de Gilmore es la medida perfecta para esperar a que la masa crezca...,un capitulito de gilmore es la medida perfecta para esperar a que la masa crezca
1,@GenariuxR Buenos y bonitos dias amiwoooooooooo,buenos y bonitos dias amiwoooooooooo
0,En parte si xq las flores ya van a estar pero esvlo unico bueno de las fiestas que voy a pasar,en parte si xq las flores ya van a estar pero esvlo unico bueno de las fiestas que voy a pasar
-1,Estoy segura que esta fue mi última entrevista a Jaime Saavedra como ministro de Educación. Vamos a perder un gran ministro.,estoy segura que esta fue mi ltima entrevista a jaime saavedra como ministro de educacin vamos a perder un gran ministro
0,"@FS_OL_Qbnfangrl Hoollii!! Acá descansando, después de un día muuy largo lleno de trabajo",hoollii ac descansando despus de un da muuy largo lleno de trabajo
0,El 25 de diciembre es para ver películas navideñas y especiales de navidad,el 25 de diciembre es para ver pelculas navideas y especiales de navidad
-1,"Y los tres reyes magos llegaron con oro,incienso y mirra Melchoro Alan, Toledo vastadehuasquear y Ollanta nadinevagastar, de odebrechlen",y los tres reyes magos llegaron con oroincienso y mirra melchoro alan toledo vastadehuasquear y ollanta nadinevagastar de odebrechlen
1,@yuyacst Que descanses bien Yuya. Un abrazo inmenso a la distancia.,que descanses bien yuya un abrazo inmenso a la distancia
0,@omarvch @plazavea yo hace un momento literal,yo hace un momento literal
-1,Se me rompió el pantalón horizontalmrnnte por el muslo hasta debajo de la nalga... Ya estoy a la moda,se me rompi el pantaln horizontalmrnnte por el muslo hasta debajo de la nalga ya estoy a la moda
-1,La biblioteca está cerrada y tengo que estar en el sol,la biblioteca est cerrada y tengo que estar en el sol
1,Mañana tengo que ir a visitar a mi primita hermosaaaaa,maana tengo que ir a visitar a mi primita hermosaaaaa
0,"Ese momento en el que no puedes dormir y no sabes por qué, pero estás con una sonrisa de oreja a oreja al igual que toda la semana",ese momento en el que no puedes dormir y no sabes por qu pero ests con una sonrisa de oreja a oreja al igual que toda la semana
1,"Como no va a ser esencial lo bonito de la vida, su bella amistad.",como no va a ser esencial lo bonito de la vida su bella amistad
0,"@IslaReality #IslaRevancha, Ferka, era por Tony, Ivonne,Rafa,Delia, y Uds, 5 votos Vs él, no por Delia, siempre hay qué ir, más fuerte",islarevancha ferka era por tony ivonnerafadelia y uds 5 votos vs l no por delia siempre hay qu ir ms fuerte
0,"No Dennis, no puedes cometer los mismo errores, es hora de cambiar y cometer nuevos errores",no dennis no puedes cometer los mismo errores es hora de cambiar y cometer nuevos errores
0,"La tía se levanto y me dijo "" madrugastes o te caistes de la cama?"" Y ni si quiera e dormido",la ta se levanto y me dijo madrugastes o te caistes de la cama y ni si quiera e dormido
1,"@Frimiralles que delicia, si estuviera más cerca fijo le llego con el tupper. Pero 200 km me separan de su pozol",que delicia si estuviera ms cerca fijo le llego con el tupper pero 200 km me separan de su pozol
-1,Que triste es no tenerte,que triste es no tenerte
-1,@RomanaFerrer Seguro que tienen miedo que llueva y se les mojen los datos,seguro que tienen miedo que llueva y se les mojen los datos
0,yo se que me porte mal hoy pero quiero fav,yo se que me porte mal hoy pero quiero fav
-1,@zabdiel1344 quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto,quise hacer un video de momentos junto a ti pero recorde que solo tengo 1 foto
1,"@Flor_uy @igalvar71 nuevamente, pensamos distinto.Para mí son a la vez solidarias y se benefician. Van de la mano, no son contrarias",nuevamente pensamos distintopara m son a la vez solidarias y se benefician van de la mano no son contrarias
0,"Si quieren que aprenda algo de eso dejen esa materia sola un semestre completo, si no como",si quieren que aprenda algo de eso dejen esa materia sola un semestre completo si no como
-1,"Somos los únicos webones que siguen trabajando, ya todos se fueron",somos los nicos webones que siguen trabajando ya todos se fueron
1,"@Danileivacr buenísimo!! Yo mañana voy a clase de 6 de la tarde que es yoga Dance, es como yoga pero aeróbico",buensimo yo maana voy a clase de 6 de la tarde que es yoga dance es como yoga pero aerbico
-1,@Kevoludo24 todo está súper barato porque casi nadie fue el festival.,todo est sper barato porque casi nadie fue el festival
-1,Extraño que mayito diga babosa (o) Extraño la primera media hora de cotorreo Extraño todo el desmadre de antes jaja,extrao que mayito diga babosa o extrao la primera media hora de cotorreo extrao todo el desmadre de antes jaja
-1,Lo triste de este trimestre: salgo diario hasta las diez y no estaré con todo el crew.,lo triste de este trimestre salgo diario hasta las diez y no estar con todo el crew
1,Nos encanta hacerte feliz @rubndu,nos encanta hacerte feliz
1,Gracias todos los que me dejaron un mensaje diciéndome suerte,gracias todos los que me dejaron un mensaje dicindome suerte
1,"Qué bonito es entrar a tu correo y que dos empresas, al mismo tiempo, te confirmen un fuerte auspicio",qu bonito es entrar a tu correo y que dos empresas al mismo tiempo te confirmen un fuerte auspicio
1,"Si me caes bn lee esto, si no sigue tu camino jajaja ....Feliz Navidad pasenla súper bn y que santa les de muchos regalitos .. Los quiero",si me caes bn lee esto si no sigue tu camino jajaja feliz navidad pasenla sper bn y que santa les de muchos regalitos los quiero
-1,Tan sabroso que estaba durmiendo,tan sabroso que estaba durmiendo
1,"@andyygmes eres como muy tierna jajaja justo veía el ""40 cosas"" me lo pase genial! Si algún día voy a Berlín sería genial verte",eres como muy tierna jajaja justo vea el 40 cosas me lo pase genial si algn da voy a berln sera genial verte
1,@ChrisNamus cómo está esa chula cada vez mejor,cmo est esa chula cada vez mejor
1,pasando un tarde hermosa en mercedes mirando la ciudad desde lo mas alto,pasando un tarde hermosa en mercedes mirando la ciudad desde lo mas alto
0,"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",si o sea el cel no me interesa tanto pero las cosas que tena ah eran irremplazables gracias por escribir
0,Quiero que en serio me paguen para poder irme a rayar la otra semana,quiero que en serio me paguen para poder irme a rayar la otra semana
-1,@charlie10cr seguro las productoras estaban centradas en traer los de siempre,seguro las productoras estaban centradas en traer los de siempre
-1,Me quiero pelear con alguien y siento que ya estoy grande para andar en bardos,me quiero pelear con alguien y siento que ya estoy grande para andar en bardos
0,"@ArandaPuig lamentó si le parecí prepotente, pero simplemente respondí a su afirmaciones erróneas. Puede preguntar cuanto quiera.",lament si le parec prepotente pero simplemente respond a su afirmaciones errneas puede preguntar cuanto quiera
1,Hora de seguir soñando muy bonito,hora de seguir soando muy bonito
-1,Recién llego del trabajo me perdí el directo de zelda @juandiazdelgado,recin llego del trabajo me perd el directo de zelda
-1,Hoy vi unas florecitas muy hermosas color lavanda !!! Y no pude recogerlas porque iba en el carro QUE IMPOTENCIA !!!!,hoy vi unas florecitas muy hermosas color lavanda y no pude recogerlas porque iba en el carro que impotencia
0,"@Libranorte te entiendo, toda mi vida me he sentido igual; pero siempre hay que ser fiel a uno mismo",te entiendo toda mi vida me he sentido igual pero siempre hay que ser fiel a uno mismo
-1,Estoy aburrida pero me invitan a lugares y me da flojera salir,estoy aburrida pero me invitan a lugares y me da flojera salir
1,When sos especial Después hagamos skype,when sos especial despus hagamos skype
-1,Entre al coso cat ese y me descansan,entre al coso cat ese y me descansan
1,@marianaequi ¡Vientos! Va sanando bien chido. ¡Cuídate mucho esa manita!,vientos va sanando bien chido cudate mucho esa manita
1,"soy la mejor amiga secreta de la vida, quiero el regalo que voy a dar",soy la mejor amiga secreta de la vida quiero el regalo que voy a dar
1,@bluesofu noup tu corazón es de oro ese no hay y aparte es único nunca podrían crear uno igual 🤷‍️,noup tu corazn es de oro ese no hay y aparte es nico nunca podran crear uno igual
0,@TatoGI los años no pasan en vano,los aos no pasan en vano
1,"@santiagochirico ñery siempre fuiste uno de los uno , solo que vos no tenias la confianza para darte cuenta",ery siempre fuiste uno de los uno solo que vos no tenias la confianza para darte cuenta
1,Viendo la que será de hecho una de las sorpresas del cine peruano del 2017. Nueva sangre para renovar nuestra filmografía nacional,viendo la que ser de hecho una de las sorpresas del cine peruano del 2017 nueva sangre para renovar nuestra filmografa nacional
-1,Que cargados de odio están tengan se escuchen música abracen salgan de vez en cuando con los suyos y vera como se le quita,que cargados de odio estn tengan se escuchen msica abracen salgan de vez en cuando con los suyos y vera como se le quita
1,"Hoy es cumpleaños el maestro Bowie, un capricornio en todo sentido, que en paz descanse. Hay nuevo EP y sonó su legado hoy en carretera",hoy es cumpleaos el maestro bowie un capricornio en todo sentido que en paz descanse hay nuevo ep y son su legado hoy en carretera
-1,@AleeSeke ooops cierto. Me mata @raqueabr02,ooops cierto me mata
-1,@Chelo1478 porque si digo que quiero mamón chino me dicen una vulgaridad,porque si digo que quiero mamn chino me dicen una vulgaridad
-1,No es bonito estar sin celular,no es bonito estar sin celular
1,"@MoisesDelgadoG Gracias primito, le haré presente los saludos! Estás invitado si puedes vienes",gracias primito le har presente los saludos ests invitado si puedes vienes
1,@JuaniTinelli_1 Tqm !! Tas re grande y linda Besos para tus hermanos  !!,tqm tas re grande y linda besos para tus hermanos
0,Lo bueno es que el próximo año todos los fanboys de Bombama desaparecerán para siempre.,lo bueno es que el prximo ao todos los fanboys de bombama desaparecern para siempre
1,@SanzZeriTica El Chavo no estaba triste,el chavo no estaba triste
1,@ezies19 gracias a ti por tenerme como ejemplo a seguir  sos muy dulce,gracias a ti por tenerme como ejemplo a seguir sos muy dulce
1,@Tocinitas @sessh0marusama gracias a las 2! mi amiga necesita lectores El fic (por si no se ve el link) está el link en mi tw fijado,gracias a las 2 mi amiga necesita lectores el fic por si no se ve el link est el link en mi tw fijado
0,@_melibarra es una frase digna de chiquititas 98. y es cierta,es una frase digna de chiquititas 98 y es cierta
0,@diego_baca jajaja te envidio pd: Felices Fiestas Baquita,jajaja te envidio pd felices fiestas baquita
-1,"@josilopez_ @0hmyvolunteer ta voy a llorar, quiero más películas iremos a ver más de jen, pero no será lo mismo, no hay más thg",ta voy a llorar quiero ms pelculas iremos a ver ms de jen pero no ser lo mismo no hay ms thg
-1,Porque the City? alcohol adulterado y exceso de gente. Es pesimo! He ido 2 veces y las dos me la pase del asco. No quiero ir otra vez,porque the city alcohol adulterado y exceso de gente es pesimo he ido 2 veces y las dos me la pase del asco no quiero ir otra vez
1,@Nifunifa4 Yo no trabajo ningun feriado,yo no trabajo ningun feriado
0,"@carodominguezuy @Zanocchi @luciabrocal fue whatsapp! Si no lo convencemos, se van las dos con Feli en fin de semana de disfrute total",fue whatsapp si no lo convencemos se van las dos con feli en fin de semana de disfrute total
1,Sigamos siendo felices felices felices,sigamos siendo felices felices felices
